0.00031789,0.0001683,0.00013851,3.1211e-05,0.0004171,3.0182e-06,5.2921e-05,0.00010971
5.2982e-05,2.8049e-05,2.3084e-05,8.6698e-07,0.00010427,8.384e-08,1.323e-05,4.5714e-06
5.2982e-05,2.8049e-05,2.3084e-05,1.734e-06,0.00020855,1.6768e-07,1.323e-05,9.1429e-06
5.2982e-05,2.8049e-05,2.3084e-05,2.6009e-06,0.00031282,2.5152e-07,1.323e-05,1.3714e-05
5.2982e-05,2.8049e-05,2.3084e-05,3.4679e-06,0.0004171,3.3536e-07,1.323e-05,1.8286e-05
5.2982e-05,2.8049e-05,2.3084e-05,4.3349e-06,0.00052137,4.192e-07,1.323e-05,2.2857e-05
5.2982e-05,2.8049e-05,2.3084e-05,5.2019e-06,0.00062565,5.0304e-07,1.323e-05,2.7429e-05
0.00010596,5.6098e-05,4.6169e-05,1.734e-06,0.00010427,1.6768e-07,2.646e-05,9.1429e-06
0.00010596,5.6098e-05,4.6169e-05,3.4679e-06,0.00020855,3.3536e-07,2.646e-05,1.8286e-05
0.00010596,5.6098e-05,4.6169e-05,5.2019e-06,0.00031282,5.0304e-07,2.646e-05,2.7429e-05
0.00010596,5.6098e-05,4.6169e-05,6.9358e-06,0.0004171,6.7072e-07,2.646e-05,3.6571e-05
0.00010596,5.6098e-05,4.6169e-05,8.6698e-06,0.00052137,8.384e-07,2.646e-05,4.5714e-05
0.00010596,5.6098e-05,4.6169e-05,1.0404e-05,0.00062565,1.0061e-06,2.646e-05,5.4857e-05
0.00015895,8.4148e-05,6.9253e-05,2.6009e-06,0.00010427,2.5152e-07,3.969e-05,1.3714e-05
0.00015895,8.4148e-05,6.9253e-05,5.2019e-06,0.00020855,5.0304e-07,3.969e-05,2.7429e-05
0.00015895,8.4148e-05,6.9253e-05,7.8028e-06,0.00031282,7.5456e-07,3.969e-05,4.1143e-05
0.00015895,8.4148e-05,6.9253e-05,1.0404e-05,0.0004171,1.0061e-06,3.969e-05,5.4857e-05
0.00015895,8.4148e-05,6.9253e-05,1.3005e-05,0.00052137,1.2576e-06,3.969e-05,6.8571e-05
0.00015895,8.4148e-05,6.9253e-05,1.5606e-05,0.00062565,1.5091e-06,3.969e-05,8.2286e-05
0.00021193,0.0001122,9.2338e-05,3.4679e-06,0.00010427,3.3536e-07,5.2921e-05,1.8286e-05
0.00021193,0.0001122,9.2338e-05,6.9358e-06,0.00020855,6.7072e-07,5.2921e-05,3.6571e-05
0.00021193,0.0001122,9.2338e-05,1.0404e-05,0.00031282,1.0061e-06,5.2921e-05,5.4857e-05
0.00021193,0.0001122,9.2338e-05,1.3872e-05,0.0004171,1.3414e-06,5.2921e-05,7.3143e-05
0.00021193,0.0001122,9.2338e-05,1.734e-05,0.00052137,1.6768e-06,5.2921e-05,9.1429e-05
0.00021193,0.0001122,9.2338e-05,2.0807e-05,0.00062565,2.0121e-06,5.2921e-05,0.00010971
0.00026491,0.00014025,0.00011542,4.3349e-06,0.00010427,4.192e-07,6.6151e-05,2.2857e-05
0.00026491,0.00014025,0.00011542,8.6698e-06,0.00020855,8.384e-07,6.6151e-05,4.5714e-05
0.00026491,0.00014025,0.00011542,1.3005e-05,0.00031282,1.2576e-06,6.6151e-05,6.8571e-05
0.00026491,0.00014025,0.00011542,1.734e-05,0.0004171,1.6768e-06,6.6151e-05,9.1429e-05
0.00026491,0.00014025,0.00011542,2.1674e-05,0.00052137,2.096e-06,6.6151e-05,0.00011429
0.00026491,0.00014025,0.00011542,2.6009e-05,0.00062565,2.5152e-06,6.6151e-05,0.00013714
0.00031789,0.0001683,0.00013851,5.2019e-06,0.00010427,5.0304e-07,7.9381e-05,2.7429e-05
0.00031789,0.0001683,0.00013851,1.0404e-05,0.00020855,1.0061e-06,7.9381e-05,5.4857e-05
0.00031789,0.0001683,0.00013851,1.5606e-05,0.00031282,1.5091e-06,7.9381e-05,8.2286e-05
0.00031789,0.0001683,0.00013851,2.0807e-05,0.0004171,2.0121e-06,7.9381e-05,0.00010971
0.00031789,0.0001683,0.00013851,2.6009e-05,0.00052137,2.5152e-06,7.9381e-05,0.00013714
0.00031789,0.0001683,0.00013851,3.1211e-05,0.00062565,3.0182e-06,7.9381e-05,0.00016457
5.2982e-05,2.8049e-05,2.3084e-05,8.6698e-07,0.00013903,8.384e-08,1.764e-05,6.0952e-06
5.2982e-05,2.8049e-05,2.3084e-05,1.734e-06,0.00027806,1.6768e-07,1.764e-05,1.219e-05
5.2982e-05,2.8049e-05,2.3084e-05,2.6009e-06,0.0004171,2.5152e-07,1.764e-05,1.8286e-05
5.2982e-05,2.8049e-05,2.3084e-05,3.4679e-06,0.00055613,3.3536e-07,1.764e-05,2.4381e-05
5.2982e-05,2.8049e-05,2.3084e-05,4.3349e-06,0.00069516,4.192e-07,1.764e-05,3.0476e-05
5.2982e-05,2.8049e-05,2.3084e-05,5.2019e-06,0.00083419,5.0304e-07,1.764e-05,3.6571e-05
0.00010596,5.6098e-05,4.6169e-05,1.734e-06,0.00013903,1.6768e-07,3.528e-05,1.219e-05
0.00010596,5.6098e-05,4.6169e-05,3.4679e-06,0.00027806,3.3536e-07,3.528e-05,2.4381e-05
0.00010596,5.6098e-05,4.6169e-05,5.2019e-06,0.0004171,5.0304e-07,3.528e-05,3.6571e-05
0.00010596,5.6098e-05,4.6169e-05,6.9358e-06,0.00055613,6.7072e-07,3.528e-05,4.8762e-05
0.00010596,5.6098e-05,4.6169e-05,8.6698e-06,0.00069516,8.384e-07,3.528e-05,6.0952e-05
0.00010596,5.6098e-05,4.6169e-05,1.0404e-05,0.00083419,1.0061e-06,3.528e-05,7.3143e-05
0.00015895,8.4148e-05,6.9253e-05,2.6009e-06,0.00013903,2.5152e-07,5.2921e-05,1.8286e-05
0.00015895,8.4148e-05,6.9253e-05,5.2019e-06,0.00027806,5.0304e-07,5.2921e-05,3.6571e-05
0.00015895,8.4148e-05,6.9253e-05,7.8028e-06,0.0004171,7.5456e-07,5.2921e-05,5.4857e-05
0.00015895,8.4148e-05,6.9253e-05,1.0404e-05,0.00055613,1.0061e-06,5.2921e-05,7.3143e-05
0.00015895,8.4148e-05,6.9253e-05,1.3005e-05,0.00069516,1.2576e-06,5.2921e-05,9.1429e-05
0.00015895,8.4148e-05,6.9253e-05,1.5606e-05,0.00083419,1.5091e-06,5.2921e-05,0.00010971
0.00021193,0.0001122,9.2338e-05,3.4679e-06,0.00013903,3.3536e-07,7.0561e-05,2.4381e-05
0.00021193,0.0001122,9.2338e-05,6.9358e-06,0.00027806,6.7072e-07,7.0561e-05,4.8762e-05
0.00021193,0.0001122,9.2338e-05,1.0404e-05,0.0004171,1.0061e-06,7.0561e-05,7.3143e-05
0.00021193,0.0001122,9.2338e-05,1.3872e-05,0.00055613,1.3414e-06,7.0561e-05,9.7524e-05
0.00021193,0.0001122,9.2338e-05,1.734e-05,0.00069516,1.6768e-06,7.0561e-05,0.0001219
0.00021193,0.0001122,9.2338e-05,2.0807e-05,0.00083419,2.0121e-06,7.0561e-05,0.00014629
0.00026491,0.00014025,0.00011542,4.3349e-06,0.00013903,4.192e-07,8.8201e-05,3.0476e-05
0.00026491,0.00014025,0.00011542,8.6698e-06,0.00027806,8.384e-07,8.8201e-05,6.0952e-05
0.00026491,0.00014025,0.00011542,1.3005e-05,0.0004171,1.2576e-06,8.8201e-05,9.1429e-05
0.00026491,0.00014025,0.00011542,1.734e-05,0.00055613,1.6768e-06,8.8201e-05,0.0001219
0.00026491,0.00014025,0.00011542,2.1674e-05,0.00069516,2.096e-06,8.8201e-05,0.00015238
0.00026491,0.00014025,0.00011542,2.6009e-05,0.00083419,2.5152e-06,8.8201e-05,0.00018286
0.00031789,0.0001683,0.00013851,5.2019e-06,0.00013903,5.0304e-07,0.00010584,3.6571e-05
0.00031789,0.0001683,0.00013851,1.0404e-05,0.00027806,1.0061e-06,0.00010584,7.3143e-05
0.00031789,0.0001683,0.00013851,1.5606e-05,0.0004171,1.5091e-06,0.00010584,0.00010971
0.00031789,0.0001683,0.00013851,2.0807e-05,0.00055613,2.0121e-06,0.00010584,0.00014629
0.00031789,0.0001683,0.00013851,2.6009e-05,0.00069516,2.5152e-06,0.00010584,0.00018286
0.00031789,0.0001683,0.00013851,3.1211e-05,0.00083419,3.0182e-06,0.00010584,0.00021943
5.2982e-05,2.8049e-05,2.3084e-05,8.6698e-07,0.00017379,8.384e-08,2.205e-05,7.619e-06
5.2982e-05,2.8049e-05,2.3084e-05,1.734e-06,0.00034758,1.6768e-07,2.205e-05,1.5238e-05
5.2982e-05,2.8049e-05,2.3084e-05,2.6009e-06,0.00052137,2.5152e-07,2.205e-05,2.2857e-05
5.2982e-05,2.8049e-05,2.3084e-05,3.4679e-06,0.00069516,3.3536e-07,2.205e-05,3.0476e-05
5.2982e-05,2.8049e-05,2.3084e-05,4.3349e-06,0.00086895,4.192e-07,2.205e-05,3.8095e-05
5.2982e-05,2.8049e-05,2.3084e-05,5.2019e-06,0.0010427,5.0304e-07,2.205e-05,4.5714e-05
0.00010596,5.6098e-05,4.6169e-05,1.734e-06,0.00017379,1.6768e-07,4.4101e-05,1.5238e-05
0.00010596,5.6098e-05,4.6169e-05,3.4679e-06,0.00034758,3.3536e-07,4.4101e-05,3.0476e-05
0.00010596,5.6098e-05,4.6169e-05,5.2019e-06,0.00052137,5.0304e-07,4.4101e-05,4.5714e-05
0.00010596,5.6098e-05,4.6169e-05,6.9358e-06,0.00069516,6.7072e-07,4.4101e-05,6.0952e-05
0.00010596,5.6098e-05,4.6169e-05,8.6698e-06,0.00086895,8.384e-07,4.4101e-05,7.619e-05
0.00010596,5.6098e-05,4.6169e-05,1.0404e-05,0.0010427,1.0061e-06,4.4101e-05,9.1429e-05
0.00015895,8.4148e-05,6.9253e-05,2.6009e-06,0.00017379,2.5152e-07,6.6151e-05,2.2857e-05
0.00015895,8.4148e-05,6.9253e-05,5.2019e-06,0.00034758,5.0304e-07,6.6151e-05,4.5714e-05
0.00015895,8.4148e-05,6.9253e-05,7.8028e-06,0.00052137,7.5456e-07,6.6151e-05,6.8571e-05
0.00015895,8.4148e-05,6.9253e-05,1.0404e-05,0.00069516,1.0061e-06,6.6151e-05,9.1429e-05
0.00015895,8.4148e-05,6.9253e-05,1.3005e-05,0.00086895,1.2576e-06,6.6151e-05,0.00011429
0.00015895,8.4148e-05,6.9253e-05,1.5606e-05,0.0010427,1.5091e-06,6.6151e-05,0.00013714
0.00021193,0.0001122,9.2338e-05,3.4679e-06,0.00017379,3.3536e-07,8.8201e-05,3.0476e-05
0.00021193,0.0001122,9.2338e-05,6.9358e-06,0.00034758,6.7072e-07,8.8201e-05,6.0952e-05
0.00021193,0.0001122,9.2338e-05,1.0404e-05,0.00052137,1.0061e-06,8.8201e-05,9.1429e-05
0.00021193,0.0001122,9.2338e-05,1.3872e-05,0.00069516,1.3414e-06,8.8201e-05,0.0001219
0.00021193,0.0001122,9.2338e-05,1.734e-05,0.00086895,1.6768e-06,8.8201e-05,0.00015238
0.00021193,0.0001122,9.2338e-05,2.0807e-05,0.0010427,2.0121e-06,8.8201e-05,0.00018286
0.00026491,0.00014025,0.00011542,4.3349e-06,0.00017379,4.192e-07,0.00011025,3.8095e-05
0.00026491,0.00014025,0.00011542,8.6698e-06,0.00034758,8.384e-07,0.00011025,7.619e-05
0.00026491,0.00014025,0.00011542,1.3005e-05,0.00052137,1.2576e-06,0.00011025,0.00011429
0.00026491,0.00014025,0.00011542,1.734e-05,0.00069516,1.6768e-06,0.00011025,0.00015238
0.00026491,0.00014025,0.00011542,2.1674e-05,0.00086895,2.096e-06,0.00011025,0.00019048
0.00026491,0.00014025,0.00011542,2.6009e-05,0.0010427,2.5152e-06,0.00011025,0.00022857
0.00031789,0.0001683,0.00013851,5.2019e-06,0.00017379,5.0304e-07,0.0001323,4.5714e-05
0.00031789,0.0001683,0.00013851,1.0404e-05,0.00034758,1.0061e-06,0.0001323,9.1429e-05
0.00031789,0.0001683,0.00013851,1.5606e-05,0.00052137,1.5091e-06,0.0001323,0.00013714
0.00031789,0.0001683,0.00013851,2.0807e-05,0.00069516,2.0121e-06,0.0001323,0.00018286
0.00031789,0.0001683,0.00013851,2.6009e-05,0.00086895,2.5152e-06,0.0001323,0.00022857
0.00031789,0.0001683,0.00013851,3.1211e-05,0.0010427,3.0182e-06,0.0001323,0.00027429
5.2982e-05,2.8049e-05,2.3084e-05,8.6698e-07,0.00020855,8.384e-08,2.646e-05,9.1429e-06
5.2982e-05,2.8049e-05,2.3084e-05,1.734e-06,0.0004171,1.6768e-07,2.646e-05,1.8286e-05
5.2982e-05,2.8049e-05,2.3084e-05,2.6009e-06,0.00062565,2.5152e-07,2.646e-05,2.7429e-05
5.2982e-05,2.8049e-05,2.3084e-05,3.4679e-06,0.00083419,3.3536e-07,2.646e-05,3.6571e-05
5.2982e-05,2.8049e-05,2.3084e-05,4.3349e-06,0.0010427,4.192e-07,2.646e-05,4.5714e-05
5.2982e-05,2.8049e-05,2.3084e-05,5.2019e-06,0.0012513,5.0304e-07,2.646e-05,5.4857e-05
0.00010596,5.6098e-05,4.6169e-05,1.734e-06,0.00020855,1.6768e-07,5.2921e-05,1.8286e-05
0.00010596,5.6098e-05,4.6169e-05,3.4679e-06,0.0004171,3.3536e-07,5.2921e-05,3.6571e-05
0.00010596,5.6098e-05,4.6169e-05,5.2019e-06,0.00062565,5.0304e-07,5.2921e-05,5.4857e-05
0.00010596,5.6098e-05,4.6169e-05,6.9358e-06,0.00083419,6.7072e-07,5.2921e-05,7.3143e-05
0.00010596,5.6098e-05,4.6169e-05,8.6698e-06,0.0010427,8.384e-07,5.2921e-05,9.1429e-05
0.00010596,5.6098e-05,4.6169e-05,1.0404e-05,0.0012513,1.0061e-06,5.2921e-05,0.00010971
0.00015895,8.4148e-05,6.9253e-05,2.6009e-06,0.00020855,2.5152e-07,7.9381e-05,2.7429e-05
0.00015895,8.4148e-05,6.9253e-05,5.2019e-06,0.0004171,5.0304e-07,7.9381e-05,5.4857e-05
0.00015895,8.4148e-05,6.9253e-05,7.8028e-06,0.00062565,7.5456e-07,7.9381e-05,8.2286e-05
0.00015895,8.4148e-05,6.9253e-05,1.0404e-05,0.00083419,1.0061e-06,7.9381e-05,0.00010971
0.00015895,8.4148e-05,6.9253e-05,1.3005e-05,0.0010427,1.2576e-06,7.9381e-05,0.00013714
0.00015895,8.4148e-05,6.9253e-05,1.5606e-05,0.0012513,1.5091e-06,7.9381e-05,0.00016457
0.00021193,0.0001122,9.2338e-05,3.4679e-06,0.00020855,3.3536e-07,0.00010584,3.6571e-05
0.00021193,0.0001122,9.2338e-05,6.9358e-06,0.0004171,6.7072e-07,0.00010584,7.3143e-05
0.00021193,0.0001122,9.2338e-05,1.0404e-05,0.00062565,1.0061e-06,0.00010584,0.00010971
0.00021193,0.0001122,9.2338e-05,1.3872e-05,0.00083419,1.3414e-06,0.00010584,0.00014629
0.00021193,0.0001122,9.2338e-05,1.734e-05,0.0010427,1.6768e-06,0.00010584,0.00018286
0.00021193,0.0001122,9.2338e-05,2.0807e-05,0.0012513,2.0121e-06,0.00010584,0.00021943
0.00026491,0.00014025,0.00011542,4.3349e-06,0.00020855,4.192e-07,0.0001323,4.5714e-05
0.00026491,0.00014025,0.00011542,8.6698e-06,0.0004171,8.384e-07,0.0001323,9.1429e-05
0.00026491,0.00014025,0.00011542,1.3005e-05,0.00062565,1.2576e-06,0.0001323,0.00013714
0.00026491,0.00014025,0.00011542,1.734e-05,0.00083419,1.6768e-06,0.0001323,0.00018286
0.00026491,0.00014025,0.00011542,2.1674e-05,0.0010427,2.096e-06,0.0001323,0.00022857
0.00026491,0.00014025,0.00011542,2.6009e-05,0.0012513,2.5152e-06,0.0001323,0.00027429
0.00031789,0.0001683,0.00013851,5.2019e-06,0.00020855,5.0304e-07,0.00015876,5.4857e-05
0.00031789,0.0001683,0.00013851,1.0404e-05,0.0004171,1.0061e-06,0.00015876,0.00010971
0.00031789,0.0001683,0.00013851,1.5606e-05,0.00062565,1.5091e-06,0.00015876,0.00016457
0.00031789,0.0001683,0.00013851,2.0807e-05,0.00083419,2.0121e-06,0.00015876,0.00021943
0.00031789,0.0001683,0.00013851,2.6009e-05,0.0010427,2.5152e-06,0.00015876,0.00027429
0.00031789,0.0001683,0.00013851,3.1211e-05,0.0012513,3.0182e-06,0.00015876,0.00032914
