2.8049e-05,5.2982e-05,5.2982e-05,1.734e-06,3.4758e-05,2.205e-06,1.6768e-07,1.5238e-06
2.8049e-05,5.2982e-05,5.2982e-05,1.734e-06,6.9516e-05,4.4101e-06,1.6768e-07,3.0476e-06
2.8049e-05,5.2982e-05,5.2982e-05,1.734e-06,0.00010427,6.6151e-06,1.6768e-07,4.5714e-06
2.8049e-05,5.2982e-05,5.2982e-05,1.734e-06,0.00013903,8.8201e-06,1.6768e-07,6.0952e-06
2.8049e-05,5.2982e-05,5.2982e-05,1.734e-06,0.00017379,1.1025e-05,1.6768e-07,7.619e-06
2.8049e-05,5.2982e-05,5.2982e-05,1.734e-06,0.00020855,1.323e-05,1.6768e-07,9.1429e-06
5.6098e-05,0.00010596,0.00010596,3.4679e-06,3.4758e-05,4.4101e-06,3.3536e-07,3.0476e-06
5.6098e-05,0.00010596,0.00010596,3.4679e-06,6.9516e-05,8.8201e-06,3.3536e-07,6.0952e-06
5.6098e-05,0.00010596,0.00010596,3.4679e-06,0.00010427,1.323e-05,3.3536e-07,9.1429e-06
5.6098e-05,0.00010596,0.00010596,3.4679e-06,0.00013903,1.764e-05,3.3536e-07,1.219e-05
5.6098e-05,0.00010596,0.00010596,3.4679e-06,0.00017379,2.205e-05,3.3536e-07,1.5238e-05
5.6098e-05,0.00010596,0.00010596,3.4679e-06,0.00020855,2.646e-05,3.3536e-07,1.8286e-05
8.4148e-05,0.00015895,0.00015895,5.2019e-06,3.4758e-05,6.6151e-06,5.0304e-07,4.5714e-06
8.4148e-05,0.00015895,0.00015895,5.2019e-06,6.9516e-05,1.323e-05,5.0304e-07,9.1429e-06
8.4148e-05,0.00015895,0.00015895,5.2019e-06,0.00010427,1.9845e-05,5.0304e-07,1.3714e-05
8.4148e-05,0.00015895,0.00015895,5.2019e-06,0.00013903,2.646e-05,5.0304e-07,1.8286e-05
8.4148e-05,0.00015895,0.00015895,5.2019e-06,0.00017379,3.3075e-05,5.0304e-07,2.2857e-05
8.4148e-05,0.00015895,0.00015895,5.2019e-06,0.00020855,3.969e-05,5.0304e-07,2.7429e-05
0.0001122,0.00021193,0.00021193,6.9358e-06,3.4758e-05,8.8201e-06,6.7072e-07,6.0952e-06
0.0001122,0.00021193,0.00021193,6.9358e-06,6.9516e-05,1.764e-05,6.7072e-07,1.219e-05
0.0001122,0.00021193,0.00021193,6.9358e-06,0.00010427,2.646e-05,6.7072e-07,1.8286e-05
0.0001122,0.00021193,0.00021193,6.9358e-06,0.00013903,3.528e-05,6.7072e-07,2.4381e-05
0.0001122,0.00021193,0.00021193,6.9358e-06,0.00017379,4.4101e-05,6.7072e-07,3.0476e-05
0.0001122,0.00021193,0.00021193,6.9358e-06,0.00020855,5.2921e-05,6.7072e-07,3.6571e-05
0.00014025,0.00026491,0.00026491,8.6698e-06,3.4758e-05,1.1025e-05,8.384e-07,7.619e-06
0.00014025,0.00026491,0.00026491,8.6698e-06,6.9516e-05,2.205e-05,8.384e-07,1.5238e-05
0.00014025,0.00026491,0.00026491,8.6698e-06,0.00010427,3.3075e-05,8.384e-07,2.2857e-05
0.00014025,0.00026491,0.00026491,8.6698e-06,0.00013903,4.4101e-05,8.384e-07,3.0476e-05
0.00014025,0.00026491,0.00026491,8.6698e-06,0.00017379,5.5126e-05,8.384e-07,3.8095e-05
